order_id,product_name,category,region,quantity,price,discount_percent,final_price,total_revenue,payment_status,order_status
1530,Samsung TV,Electronics,South,2,45000,30,31500,63000,Failed,Failed
1531,Adidas Jacket,Fashion,East,3,4500,50,2250,6750,Success,Completed
1532,Nike Shoes,Fashion,South,3,5000,40,3000,9000,Failed,Failed
1533,Office Chair,Furniture,West,2,7000,35,4550,9100,Success,Completed
1534,Wooden Table,Furniture,South,2,15000,25,11250,22500,Failed,Failed
1535,Nike Shoes,Fashion,East,1,5000,40,3000,3000,Failed,Failed
1536,Sony Headphones,Electronics,East,2,8000,30,5600,11200,Failed,Failed
1537,Apple Watch,Electronics,West,2,30000,20,24000,48000,Failed,Failed
1538,Dell Laptop,Electronics,East,2,65000,25,48750,97500,Failed,Failed
1539,Sony Headphones,Electronics,West,2,8000,50,4000,8000,Success,Completed
1540,Adidas Jacket,Fashion,East,2,4500,20,3600,7200,Failed,Failed
1541,Office Chair,Furniture,West,1,7000,30,4900,4900,Success,Completed
1542,Dell Laptop,Electronics,West,2,65000,30,45500,91000,Failed,Failed
1543,Sony Headphones,Electronics,South,2,8000,50,4000,8000,Success,Completed
1544,Apple Watch,Electronics,South,1,30000,30,21000,21000,Failed,Failed
1545,Nike Shoes,Fashion,North,1,5000,40,3000,3000,Success,Completed
1546,Office Chair,Furniture,South,3,7000,40,4200,12600,Success,Completed
1547,iPhone 14,Electronics,East,1,80000,20,64000,64000,Success,Completed
1548,Wooden Table,Furniture,South,1,15000,40,9000,9000,Failed,Failed
1549,Dell Laptop,Electronics,East,2,65000,25,48750,97500,Success,Completed
1550,Nike Shoes,Fashion,East,2,5000,50,2500,5000,Failed,Failed
1551,Samsung TV,Electronics,North,2,45000,35,29250,58500,Success,Completed
1552,Office Chair,Furniture,West,3,7000,35,4550,13650,Failed,Failed
1553,Dell Laptop,Electronics,North,3,65000,20,52000,156000,Success,Completed
1554,Samsung TV,Electronics,East,2,45000,25,33750,67500,Success,Completed
1555,Adidas Jacket,Fashion,West,3,4500,35,2925,8775,Failed,Failed
1556,Dell Laptop,Electronics,North,3,65000,35,42250,126750,Failed,Failed
1557,Dell Laptop,Electronics,West,2,65000,30,45500,91000,Success,Completed
1558,Samsung TV,Electronics,North,3,45000,40,27000,81000,Failed,Failed
1559,HP Printer,Electronics,East,1,12000,40,7200,7200,Failed,Failed
1560,Samsung TV,Electronics,North,3,45000,35,29250,87750,Failed,Failed
1561,iPhone 14,Electronics,East,1,80000,50,40000,40000,Success,Completed
1562,Apple Watch,Electronics,North,3,30000,30,21000,63000,Success,Completed
1563,Office Chair,Furniture,South,3,7000,40,4200,12600,Success,Completed
1564,Samsung TV,Electronics,South,2,45000,20,36000,72000,Success,Completed
1565,Samsung TV,Electronics,West,3,45000,20,36000,108000,Failed,Failed
1566,Dell Laptop,Electronics,North,3,65000,35,42250,126750,Success,Completed
1567,Sony Headphones,Electronics,East,1,8000,20,6400,6400,Success,Completed
1568,Wooden Table,Furniture,South,2,15000,40,9000,18000,Failed,Failed
1569,Apple Watch,Electronics,East,3,30000,35,19500,58500,Success,Completed
1570,Wooden Table,Furniture,North,3,15000,30,10500,31500,Success,Completed
1571,Nike Shoes,Fashion,East,2,5000,35,3250,6500,Success,Completed
1572,Adidas Jacket,Fashion,South,1,4500,20,3600,3600,Success,Completed
1573,Samsung TV,Electronics,North,2,45000,50,22500,45000,Failed,Failed
1574,Sony Headphones,Electronics,East,3,8000,20,6400,19200,Success,Completed
1575,Office Chair,Furniture,East,2,7000,50,3500,7000,Failed,Failed
1576,Apple Watch,Electronics,North,1,30000,35,19500,19500,Failed,Failed
1577,Apple Watch,Electronics,East,3,30000,20,24000,72000,Failed,Failed
1578,Adidas Jacket,Fashion,South,2,4500,30,3150,6300,Success,Completed
1579,Sony Headphones,Electronics,South,1,8000,30,5600,5600,Failed,Failed
1580,HP Printer,Electronics,South,2,12000,30,8400,16800,Success,Completed
1581,Wooden Table,Furniture,East,1,15000,25,11250,11250,Failed,Failed
1582,iPhone 14,Electronics,North,1,80000,40,48000,48000,Success,Completed
1583,Nike Shoes,Fashion,North,3,5000,30,3500,10500,Success,Completed
1584,Apple Watch,Electronics,East,2,30000,20,24000,48000,Failed,Failed
1585,Wooden Table,Furniture,South,1,15000,20,12000,12000,Failed,Failed
1586,Dell Laptop,Electronics,South,3,65000,35,42250,126750,Failed,Failed
1587,HP Printer,Electronics,West,1,12000,35,7800,7800,Success,Completed
1588,HP Printer,Electronics,South,1,12000,30,8400,8400,Failed,Failed
1589,Nike Shoes,Fashion,South,1,5000,35,3250,3250,Success,Completed
1590,Adidas Jacket,Fashion,South,2,4500,25,3375,6750,Failed,Failed
1591,Adidas Jacket,Fashion,South,1,4500,25,3375,3375,Success,Completed
1592,Dell Laptop,Electronics,East,3,65000,20,52000,156000,Failed,Failed
1593,Nike Shoes,Fashion,North,3,5000,40,3000,9000,Success,Completed
1594,Dell Laptop,Electronics,North,3,65000,35,42250,126750,Failed,Failed
1595,Sony Headphones,Electronics,West,1,8000,30,5600,5600,Failed,Failed
1596,Sony Headphones,Electronics,East,1,8000,25,6000,6000,Success,Completed
1597,Wooden Table,Furniture,North,3,15000,35,9750,29250,Failed,Failed
1598,Nike Shoes,Fashion,South,3,5000,50,2500,7500,Success,Completed
1599,Samsung TV,Electronics,South,1,45000,50,22500,22500,Failed,Failed
1600,Office Chair,Furniture,North,3,7000,20,5600,16800,Success,Completed
1601,iPhone 14,Electronics,South,1,80000,35,52000,52000,Success,Completed
1602,Sony Headphones,Electronics,East,3,8000,35,5200,15600,Failed,Failed
1603,Wooden Table,Furniture,South,1,15000,40,9000,9000,Success,Completed
1604,Apple Watch,Electronics,West,2,30000,30,21000,42000,Failed,Failed
1605,Wooden Table,Furniture,West,1,15000,50,7500,7500,Failed,Failed
1606,Office Chair,Furniture,East,2,7000,20,5600,11200,Success,Completed
1607,Apple Watch,Electronics,South,3,30000,40,18000,54000,Failed,Failed
1608,HP Printer,Electronics,East,1,12000,30,8400,8400,Failed,Failed
1609,Nike Shoes,Fashion,South,3,5000,20,4000,12000,Failed,Failed
1610,Wooden Table,Furniture,North,3,15000,50,7500,22500,Failed,Failed
1611,Nike Shoes,Fashion,West,1,5000,20,4000,4000,Success,Completed
1612,Sony Headphones,Electronics,West,1,8000,35,5200,5200,Success,Completed
1613,Samsung TV,Electronics,West,1,45000,30,31500,31500,Success,Completed
1614,Adidas Jacket,Fashion,South,1,4500,40,2700,2700,Success,Completed
1615,Sony Headphones,Electronics,East,3,8000,20,6400,19200,Failed,Failed
1616,Adidas Jacket,Fashion,East,3,4500,50,2250,6750,Success,Completed
1617,Adidas Jacket,Fashion,North,3,4500,50,2250,6750,Failed,Failed
1618,iPhone 14,Electronics,North,2,80000,50,40000,80000,Success,Completed
1619,HP Printer,Electronics,West,1,12000,30,8400,8400,Success,Completed
1620,iPhone 14,Electronics,North,3,80000,40,48000,144000,Success,Completed
1621,Wooden Table,Furniture,North,1,15000,20,12000,12000,Failed,Failed
1622,Apple Watch,Electronics,West,3,30000,50,15000,45000,Failed,Failed
1623,Samsung TV,Electronics,East,2,45000,25,33750,67500,Failed,Failed
1624,Dell Laptop,Electronics,East,1,65000,30,45500,45500,Success,Completed
1625,Office Chair,Furniture,East,2,7000,25,5250,10500,Failed,Failed
1626,Office Chair,Furniture,South,1,7000,40,4200,4200,Success,Completed
1627,Nike Shoes,Fashion,West,2,5000,40,3000,6000,Failed,Failed
1628,Samsung TV,Electronics,West,2,45000,40,27000,54000,Failed,Failed
1629,iPhone 14,Electronics,East,2,80000,50,40000,80000,Success,Completed
1630,Office Chair,Furniture,North,1,7000,50,3500,3500,Failed,Failed
1631,Nike Shoes,Fashion,North,2,5000,50,2500,5000,Success,Completed
1632,Samsung TV,Electronics,East,1,45000,40,27000,27000,Failed,Failed
1633,Adidas Jacket,Fashion,South,1,4500,35,2925,2925,Success,Completed
1634,Sony Headphones,Electronics,West,3,8000,20,6400,19200,Failed,Failed
1635,HP Printer,Electronics,East,1,12000,35,7800,7800,Success,Completed
1636,HP Printer,Electronics,North,3,12000,25,9000,27000,Success,Completed
1637,Wooden Table,Furniture,North,1,15000,30,10500,10500,Success,Completed
1638,Wooden Table,Furniture,West,2,15000,50,7500,15000,Failed,Failed
1639,Dell Laptop,Electronics,East,2,65000,40,39000,78000,Failed,Failed
1640,iPhone 14,Electronics,North,2,80000,20,64000,128000,Failed,Failed
1641,Sony Headphones,Electronics,West,3,8000,25,6000,18000,Failed,Failed
1642,HP Printer,Electronics,East,3,12000,25,9000,27000,Success,Completed
1643,Wooden Table,Furniture,South,3,15000,30,10500,31500,Success,Completed
1644,Dell Laptop,Electronics,South,3,65000,50,32500,97500,Success,Completed
1645,Nike Shoes,Fashion,West,2,5000,20,4000,8000,Failed,Failed
1646,Office Chair,Furniture,North,1,7000,50,3500,3500,Failed,Failed
1647,Adidas Jacket,Fashion,South,1,4500,30,3150,3150,Failed,Failed
1648,Dell Laptop,Electronics,West,3,65000,50,32500,97500,Success,Completed
1649,Wooden Table,Furniture,South,2,15000,50,7500,15000,Success,Completed
1650,Apple Watch,Electronics,West,2,30000,20,24000,48000,Success,Completed
1651,Dell Laptop,Electronics,East,2,65000,40,39000,78000,Success,Completed
1652,HP Printer,Electronics,West,1,12000,35,7800,7800,Failed,Failed
1653,Samsung TV,Electronics,West,3,45000,30,31500,94500,Failed,Failed
1654,Wooden Table,Furniture,South,3,15000,40,9000,27000,Success,Completed
1655,Office Chair,Furniture,North,1,7000,25,5250,5250,Failed,Failed
1656,Dell Laptop,Electronics,West,2,65000,50,32500,65000,Failed,Failed
1657,HP Printer,Electronics,West,2,12000,20,9600,19200,Failed,Failed
1658,iPhone 14,Electronics,East,3,80000,50,40000,120000,Failed,Failed
1659,HP Printer,Electronics,East,2,12000,35,7800,15600,Failed,Failed
1660,Adidas Jacket,Fashion,North,3,4500,35,2925,8775,Failed,Failed
1661,HP Printer,Electronics,West,3,12000,20,9600,28800,Failed,Failed
1662,Office Chair,Furniture,North,3,7000,50,3500,10500,Success,Completed
1663,Samsung TV,Electronics,North,3,45000,40,27000,81000,Failed,Failed
1664,Sony Headphones,Electronics,East,1,8000,25,6000,6000,Failed,Failed
1665,Sony Headphones,Electronics,South,1,8000,40,4800,4800,Failed,Failed
1666,Apple Watch,Electronics,West,2,30000,30,21000,42000,Success,Completed
1667,Sony Headphones,Electronics,East,2,8000,40,4800,9600,Success,Completed
1668,Samsung TV,Electronics,North,3,45000,20,36000,108000,Success,Completed
1669,Wooden Table,Furniture,East,2,15000,30,10500,21000,Failed,Failed
1670,Wooden Table,Furniture,East,2,15000,25,11250,22500,Failed,Failed
1671,Wooden Table,Furniture,West,1,15000,25,11250,11250,Failed,Failed
1672,Adidas Jacket,Fashion,East,3,4500,35,2925,8775,Failed,Failed
1673,Nike Shoes,Fashion,South,1,5000,35,3250,3250,Success,Completed
1674,Dell Laptop,Electronics,East,3,65000,20,52000,156000,Success,Completed
1675,Wooden Table,Furniture,East,1,15000,30,10500,10500,Success,Completed
1676,Samsung TV,Electronics,West,1,45000,50,22500,22500,Failed,Failed
1677,Dell Laptop,Electronics,East,2,65000,20,52000,104000,Success,Completed
1678,Adidas Jacket,Fashion,North,2,4500,50,2250,4500,Success,Completed
1679,Dell Laptop,Electronics,East,3,65000,50,32500,97500,Failed,Failed
1680,iPhone 14,Electronics,North,3,80000,25,60000,180000,Failed,Failed
1681,Office Chair,Furniture,West,1,7000,50,3500,3500,Failed,Failed
1682,Nike Shoes,Fashion,West,2,5000,50,2500,5000,Success,Completed
1683,Adidas Jacket,Fashion,West,2,4500,50,2250,4500,Failed,Failed
1684,iPhone 14,Electronics,North,1,80000,35,52000,52000,Failed,Failed
1685,Office Chair,Furniture,North,2,7000,20,5600,11200,Success,Completed
1686,Nike Shoes,Fashion,East,3,5000,40,3000,9000,Failed,Failed
1687,Wooden Table,Furniture,South,2,15000,30,10500,21000,Success,Completed
1688,Samsung TV,Electronics,South,3,45000,35,29250,87750,Failed,Failed
1689,Apple Watch,Electronics,South,1,30000,20,24000,24000,Success,Completed
1690,Sony Headphones,Electronics,West,3,8000,30,5600,16800,Failed,Failed
1691,Office Chair,Furniture,North,1,7000,40,4200,4200,Success,Completed
1692,Office Chair,Furniture,East,2,7000,40,4200,8400,Success,Completed
1693,Wooden Table,Furniture,South,2,15000,30,10500,21000,Failed,Failed
1694,HP Printer,Electronics,West,3,12000,35,7800,23400,Success,Completed
1695,Dell Laptop,Electronics,East,2,65000,40,39000,78000,Failed,Failed
1696,Apple Watch,Electronics,East,2,30000,25,22500,45000,Success,Completed
1697,Wooden Table,Furniture,North,2,15000,30,10500,21000,Failed,Failed
1698,HP Printer,Electronics,South,1,12000,35,7800,7800,Success,Completed
1699,HP Printer,Electronics,West,1,12000,30,8400,8400,Success,Completed
1700,Dell Laptop,Electronics,South,1,65000,40,39000,39000,Success,Completed
1701,Sony Headphones,Electronics,West,2,8000,20,6400,12800,Success,Completed
1702,Adidas Jacket,Fashion,South,2,4500,20,3600,7200,Success,Completed
1703,Samsung TV,Electronics,North,2,45000,20,36000,72000,Failed,Failed
1704,Wooden Table,Furniture,West,3,15000,30,10500,31500,Failed,Failed
1705,Dell Laptop,Electronics,West,2,65000,25,48750,97500,Failed,Failed
1706,Nike Shoes,Fashion,North,1,5000,30,3500,3500,Success,Completed
1707,Nike Shoes,Fashion,West,3,5000,40,3000,9000,Failed,Failed
1708,Dell Laptop,Electronics,West,1,65000,40,39000,39000,Failed,Failed
1709,Samsung TV,Electronics,West,3,45000,50,22500,67500,Success,Completed
1710,iPhone 14,Electronics,South,1,80000,50,40000,40000,Failed,Failed
1711,iPhone 14,Electronics,North,1,80000,20,64000,64000,Success,Completed
1712,Dell Laptop,Electronics,East,2,65000,35,42250,84500,Failed,Failed
1713,Dell Laptop,Electronics,South,3,65000,50,32500,97500,Success,Completed
1714,Wooden Table,Furniture,East,1,15000,35,9750,9750,Success,Completed
1715,Nike Shoes,Fashion,South,3,5000,25,3750,11250,Failed,Failed
1716,Office Chair,Furniture,South,3,7000,20,5600,16800,Success,Completed
1717,Adidas Jacket,Fashion,North,2,4500,30,3150,6300,Failed,Failed
1718,Samsung TV,Electronics,South,3,45000,50,22500,67500,Failed,Failed
1719,Wooden Table,Furniture,South,1,15000,20,12000,12000,Success,Completed
1720,Office Chair,Furniture,South,3,7000,25,5250,15750,Failed,Failed
1721,Nike Shoes,Fashion,East,3,5000,20,4000,12000,Success,Completed
1722,HP Printer,Electronics,East,3,12000,35,7800,23400,Failed,Failed
1723,Sony Headphones,Electronics,South,3,8000,30,5600,16800,Failed,Failed
1724,HP Printer,Electronics,North,1,12000,30,8400,8400,Failed,Failed
1725,Apple Watch,Electronics,West,1,30000,50,15000,15000,Success,Completed
1726,Sony Headphones,Electronics,East,2,8000,20,6400,12800,Failed,Failed
1727,Office Chair,Furniture,East,2,7000,30,4900,9800,Success,Completed
1728,Nike Shoes,Fashion,South,2,5000,30,3500,7000,Failed,Failed
1729,Wooden Table,Furniture,East,2,15000,35,9750,19500,Failed,Failed
1730,iPhone 14,Electronics,West,2,80000,50,40000,80000,Failed,Failed
1731,Wooden Table,Furniture,North,3,15000,25,11250,33750,Failed,Failed
1732,Adidas Jacket,Fashion,East,2,4500,35,2925,5850,Failed,Failed
1733,Sony Headphones,Electronics,East,1,8000,30,5600,5600,Success,Completed
1734,Apple Watch,Electronics,South,2,30000,40,18000,36000,Success,Completed
1735,HP Printer,Electronics,South,1,12000,40,7200,7200,Success,Completed
1736,Wooden Table,Furniture,North,1,15000,40,9000,9000,Failed,Failed
1737,Nike Shoes,Fashion,South,3,5000,30,3500,10500,Failed,Failed
1738,iPhone 14,Electronics,East,1,80000,20,64000,64000,Failed,Failed
1739,Samsung TV,Electronics,East,3,45000,25,33750,101250,Success,Completed
1740,iPhone 14,Electronics,West,1,80000,35,52000,52000,Failed,Failed
1741,iPhone 14,Electronics,South,3,80000,40,48000,144000,Failed,Failed
1742,Apple Watch,Electronics,West,1,30000,40,18000,18000,Success,Completed
1743,Sony Headphones,Electronics,South,3,8000,50,4000,12000,Success,Completed
1744,Wooden Table,Furniture,South,3,15000,35,9750,29250,Failed,Failed
1745,HP Printer,Electronics,North,2,12000,50,6000,12000,Success,Completed
1746,iPhone 14,Electronics,North,3,80000,35,52000,156000,Failed,Failed
1747,Dell Laptop,Electronics,North,1,65000,30,45500,45500,Failed,Failed
1748,Adidas Jacket,Fashion,North,1,4500,25,3375,3375,Failed,Failed
1749,Apple Watch,Electronics,East,2,30000,50,15000,30000,Success,Completed
1750,Apple Watch,Electronics,East,2,30000,50,15000,30000,Success,Completed
1751,Adidas Jacket,Fashion,North,1,4500,25,3375,3375,Success,Completed
1752,Apple Watch,Electronics,North,3,30000,25,22500,67500,Failed,Failed
1753,Wooden Table,Furniture,East,2,15000,50,7500,15000,Success,Completed
1754,HP Printer,Electronics,North,3,12000,50,6000,18000,Failed,Failed
1755,Office Chair,Furniture,South,1,7000,30,4900,4900,Failed,Failed
1756,Samsung TV,Electronics,East,1,45000,40,27000,27000,Success,Completed
1757,Wooden Table,Furniture,North,1,15000,25,11250,11250,Failed,Failed
1758,Adidas Jacket,Fashion,East,2,4500,20,3600,7200,Failed,Failed
1759,iPhone 14,Electronics,North,2,80000,30,56000,112000,Failed,Failed
1760,Office Chair,Furniture,East,3,7000,20,5600,16800,Failed,Failed
1761,Dell Laptop,Electronics,North,3,65000,30,45500,136500,Success,Completed
1762,Apple Watch,Electronics,North,2,30000,35,19500,39000,Success,Completed
1763,Adidas Jacket,Fashion,South,1,4500,25,3375,3375,Success,Completed
1764,Nike Shoes,Fashion,West,3,5000,20,4000,12000,Success,Completed
1765,Apple Watch,Electronics,West,2,30000,20,24000,48000,Success,Completed
1766,Wooden Table,Furniture,East,2,15000,40,9000,18000,Failed,Failed
1767,Office Chair,Furniture,East,2,7000,35,4550,9100,Failed,Failed
1768,HP Printer,Electronics,North,1,12000,20,9600,9600,Success,Completed
1769,Apple Watch,Electronics,West,2,30000,35,19500,39000,Failed,Failed
1770,iPhone 14,Electronics,East,1,80000,40,48000,48000,Success,Completed
1771,Samsung TV,Electronics,North,2,45000,25,33750,67500,Success,Completed
1772,Samsung TV,Electronics,West,2,45000,25,33750,67500,Failed,Failed
1773,Apple Watch,Electronics,West,2,30000,50,15000,30000,Failed,Failed
1774,Dell Laptop,Electronics,South,3,65000,25,48750,146250,Success,Completed
1775,Samsung TV,Electronics,East,1,45000,35,29250,29250,Failed,Failed
1776,Samsung TV,Electronics,North,2,45000,40,27000,54000,Failed,Failed
1777,Apple Watch,Electronics,East,3,30000,40,18000,54000,Failed,Failed
1778,Dell Laptop,Electronics,South,2,65000,50,32500,65000,Failed,Failed
1779,Dell Laptop,Electronics,West,1,65000,50,32500,32500,Failed,Failed
1780,Nike Shoes,Fashion,East,2,5000,50,2500,5000,Success,Completed
1781,Nike Shoes,Fashion,East,3,5000,35,3250,9750,Failed,Failed
1782,Wooden Table,Furniture,South,1,15000,25,11250,11250,Failed,Failed
1783,Dell Laptop,Electronics,South,1,65000,25,48750,48750,Failed,Failed
1784,HP Printer,Electronics,East,3,12000,35,7800,23400,Failed,Failed
1785,Apple Watch,Electronics,West,3,30000,40,18000,54000,Failed,Failed
1786,Wooden Table,Furniture,South,2,15000,25,11250,22500,Failed,Failed
1787,Adidas Jacket,Fashion,South,2,4500,30,3150,6300,Failed,Failed
1788,Wooden Table,Furniture,North,3,15000,20,12000,36000,Failed,Failed
1789,Samsung TV,Electronics,West,3,45000,25,33750,101250,Success,Completed
1790,iPhone 14,Electronics,South,2,80000,30,56000,112000,Success,Completed
1791,Apple Watch,Electronics,North,2,30000,40,18000,36000,Success,Completed
1792,HP Printer,Electronics,South,3,12000,50,6000,18000,Success,Completed
1793,Wooden Table,Furniture,West,2,15000,40,9000,18000,Failed,Failed
1794,Sony Headphones,Electronics,West,1,8000,40,4800,4800,Success,Completed
1795,Adidas Jacket,Fashion,North,3,4500,30,3150,9450,Failed,Failed
1796,Samsung TV,Electronics,East,1,45000,40,27000,27000,Success,Completed
1797,HP Printer,Electronics,South,2,12000,25,9000,18000,Success,Completed
1798,Apple Watch,Electronics,South,2,30000,35,19500,39000,Success,Completed
1799,Dell Laptop,Electronics,East,2,65000,30,45500,91000,Success,Completed
1800,HP Printer,Electronics,East,2,12000,20,9600,19200,Failed,Failed
1801,Samsung TV,Electronics,South,2,45000,30,31500,63000,Failed,Failed
1802,Sony Headphones,Electronics,North,1,8000,20,6400,6400,Failed,Failed
1803,Dell Laptop,Electronics,West,2,65000,25,48750,97500,Failed,Failed
1804,Nike Shoes,Fashion,North,2,5000,40,3000,6000,Failed,Failed
1805,Samsung TV,Electronics,South,2,45000,20,36000,72000,Failed,Failed
1806,Sony Headphones,Electronics,West,1,8000,20,6400,6400,Success,Completed
1807,Apple Watch,Electronics,South,2,30000,50,15000,30000,Success,Completed
1808,Dell Laptop,Electronics,South,2,65000,40,39000,78000,Failed,Failed
1809,Samsung TV,Electronics,North,3,45000,25,33750,101250,Success,Completed
1810,Samsung TV,Electronics,South,1,45000,20,36000,36000,Success,Completed
1811,HP Printer,Electronics,West,1,12000,50,6000,6000,Failed,Failed
1812,Apple Watch,Electronics,South,3,30000,35,19500,58500,Failed,Failed
1813,iPhone 14,Electronics,West,2,80000,35,52000,104000,Success,Completed
1814,iPhone 14,Electronics,South,1,80000,20,64000,64000,Success,Completed
1815,Nike Shoes,Fashion,East,2,5000,30,3500,7000,Success,Completed
1816,Apple Watch,Electronics,North,2,30000,50,15000,30000,Success,Completed
1817,HP Printer,Electronics,West,1,12000,35,7800,7800,Failed,Failed
1818,Adidas Jacket,Fashion,East,2,4500,50,2250,4500,Failed,Failed
1819,HP Printer,Electronics,South,3,12000,25,9000,27000,Failed,Failed
1820,Nike Shoes,Fashion,South,3,5000,20,4000,12000,Success,Completed
1821,Samsung TV,Electronics,South,3,45000,25,33750,101250,Failed,Failed
1822,Dell Laptop,Electronics,North,1,65000,25,48750,48750,Success,Completed
1823,Sony Headphones,Electronics,East,1,8000,35,5200,5200,Failed,Failed
1824,Office Chair,Furniture,North,3,7000,50,3500,10500,Success,Completed
1825,Sony Headphones,Electronics,North,2,8000,20,6400,12800,Failed,Failed
1826,HP Printer,Electronics,South,3,12000,20,9600,28800,Failed,Failed
1827,Sony Headphones,Electronics,South,2,8000,30,5600,11200,Success,Completed
1828,Sony Headphones,Electronics,South,3,8000,25,6000,18000,Success,Completed
1829,Nike Shoes,Fashion,West,3,5000,30,3500,10500,Success,Completed
1830,Nike Shoes,Fashion,East,2,5000,35,3250,6500,Success,Completed
1831,Sony Headphones,Electronics,East,2,8000,30,5600,11200,Success,Completed
1832,Nike Shoes,Fashion,South,3,5000,20,4000,12000,Failed,Failed
1833,Dell Laptop,Electronics,North,3,65000,20,52000,156000,Failed,Failed
1834,HP Printer,Electronics,South,3,12000,50,6000,18000,Success,Completed
1835,Adidas Jacket,Fashion,East,1,4500,40,2700,2700,Failed,Failed
1836,Apple Watch,Electronics,East,2,30000,20,24000,48000,Failed,Failed
1837,iPhone 14,Electronics,North,3,80000,40,48000,144000,Success,Completed
1838,Nike Shoes,Fashion,South,3,5000,20,4000,12000,Failed,Failed
1839,Wooden Table,Furniture,North,2,15000,25,11250,22500,Success,Completed
1840,Sony Headphones,Electronics,East,2,8000,30,5600,11200,Failed,Failed
1841,HP Printer,Electronics,West,3,12000,35,7800,23400,Failed,Failed
1842,Wooden Table,Furniture,West,1,15000,50,7500,7500,Failed,Failed
1843,Nike Shoes,Fashion,North,1,5000,35,3250,3250,Success,Completed
1844,HP Printer,Electronics,West,2,12000,35,7800,15600,Failed,Failed
1845,Samsung TV,Electronics,West,1,45000,20,36000,36000,Success,Completed
1846,Samsung TV,Electronics,West,2,45000,35,29250,58500,Success,Completed
1847,Sony Headphones,Electronics,North,2,8000,20,6400,12800,Success,Completed
1848,Wooden Table,Furniture,North,3,15000,40,9000,27000,Failed,Failed
1849,Samsung TV,Electronics,South,2,45000,35,29250,58500,Failed,Failed
1850,Sony Headphones,Electronics,West,2,8000,50,4000,8000,Success,Completed
